  0.0000E+00  0.1012E+06
  0.1539E+01  0.1012E+06
  0.2539E+01  0.1012E+06
  0.4123E+01  0.1012E+06
  0.6635E+01  0.1012E+06
  0.1062E+02  0.1013E+06
  0.1692E+02  0.1012E+06
  0.2692E+02  0.1013E+06
  0.4277E+02  0.1012E+06
  0.6788E+02  0.1014E+06
  0.1077E+03  0.1012E+06
  0.1708E+03  0.1015E+06
  0.2707E+03  0.1010E+06
  0.3707E+03  0.1015E+06
  0.4707E+03  0.1011E+06
  0.5707E+03  0.1015E+06
  0.6707E+03  0.1011E+06
  0.7707E+03  0.1016E+06
  0.8707E+03  0.1011E+06
  0.9707E+03  0.1016E+06
  0.1071E+04  0.1011E+06
  0.1171E+04  0.1016E+06
  0.1271E+04  0.1011E+06
  0.1371E+04  0.1016E+06
  0.1471E+04  0.1011E+06
  0.1571E+04  0.1016E+06
  0.1671E+04  0.1011E+06
  0.1771E+04  0.1016E+06
  0.1871E+04  0.1011E+06
  0.1971E+04  0.1016E+06
  0.2071E+04  0.1011E+06
  0.2171E+04  0.1016E+06
  0.2271E+04  0.1011E+06
  0.2371E+04  0.1016E+06
  0.2471E+04  0.1011E+06
  0.2571E+04  0.1016E+06
  0.2671E+04  0.1011E+06
  0.2771E+04  0.1016E+06
  0.2871E+04  0.1011E+06
  0.2971E+04  0.1016E+06
  0.3071E+04  0.1011E+06
  0.3171E+04  0.1016E+06
  0.3271E+04  0.1011E+06
  0.3371E+04  0.1016E+06
  0.3471E+04  0.1011E+06
  0.3571E+04  0.1016E+06
